STORE_NO,ZIP,SQUARE_FEET,U_CITY,U_STATE,CENSUS_REGION,CENSUS_DIVISION,TOT_ATTRITION_2012,TOT_ATTRITION_2013,NUM_ASSISTANT_MANAGERS,NUM_CUST_ACC_REPS,NUM_STORE_MANAGERS,NUM_EMP_PAY_TYPE_H,AVG_PAY_RATE_PAY_TYPE_S,AVG_PAY_RATE_PAY_TYPE_H,NAT_CURR_ROBBERY,NAT_CURR_BURGLARY,NAT_CURR_MOT_VEH_THEFT,NAT_PAST_ROBBERY,NAT_PAST_BURGLARY,NAT_PAST_MOT_VEH_THEFT,FRONTAGE_ROAD,NUM_PARKING_SPACES,SIGNAGE_VISIBILITY_IND,AUTOZONE_IND,TARGET_IND,WALMART_IND,PAYLESS_IND,COMP_PRESENCE_IND,STRIP_SHOP_CENTER_IND,SINGLE_TENANT_IND,PAD_IN_SHOP_CENTER_IND,MARKETING_EXP_2013,MARKETING_EXP_2012,TOT_NUM_LEADS,NUM_CONVERTED_TO_AGREEMENT,PERC_CONVERTED_TO_AGREEMENT,URBANICITY,CYA01V001,CYB02V001,CYA12V001,CYA12V002,CYA12V003,CYA12V007,CYA12V008,CYA21V001,CYB07VBASE,XCX03V069,PERC_CYEA07V001,PERC_CYEA07V004,PERC_CYEA07V007,PERC_CYEA07V010,PERC_CYB11V006,PERC_CYB11V007,PERC_CYC13VV01
1096,95128,4534,SAN JOSE,CA,West,Pacific,2,0,4,4,1,7,0,16.32428571,237,104,480,244,84,517,Yes,Greater than 10,Yes,0,0,0,1,0,0,0,0,1141.64,1032.87,12374,474,0.054747055,Superurban,99503,38606,35936,33851,29833,3798,9093,12.97,38606,115.8,0.554314945,0.044491121,0.01174839,0.153261711,0.024322644,0.022872092,0.370551642
1103,93292,3704,VISALIA,CA,West,Pacific,0,1,5,4,1,7,0,11.99,267,263,259,402,401,559,Yes,Greater than 10,No,0,0,0,0,0,0,0,0,964.75,498,14915,536,0.077166715,Suburban,123057,39581,29811,47995,43001,5171,8988,78.77,39581,99.61,0.621695637,0.019795704,0.014667999,0.051041387,0.052348349,0.043101488,0.180843024
1106,80012,4208,AURORA,CO,West,Mountain,3,4,5,5,2,4,46000,11.4175,211,165,218,185,113,161,Yes,Greater than 10,Unable to determine,0,0,0,0,0,0,0,0,958.76,771.79,14195,433,0.100277906,Urban,195766,81807,56490,68733,57898,9568,19758,35.96,81807,93.25,0.573541882,0.188664017,0.009598194,0.049160733,0.026305817,0.022809784,0.120123004
1107,80011,5875,AURORA,CO,West,Mountain,1,4,9,6,1,5,53000,12.144,392,301,537,311,228,381,No,Greater than 10,No,0,0,0,0,0,0,0,0,1142.77,685.71,19685,660,0.051202483,Urban,202918,68828,53272,71050,58141,6981,19561,59.44,68828,103.89,0.507372436,0.200967879,0.012221686,0.03930159,0.045403034,0.046114953,0.08948935
1117,80219,8808,DENVER,CO,West,Mountain,4,7,11,10,1,5,53000,11.15,358,364,670,268,248,543,Yes,Greater than 10,Yes,0,0,0,1,1,1,0,0,1089.02,1136.71,18212,543,0.151337793,Urban,235928,90534,74071,77869,66817,11431,23654,44.07,90534,88.6,0.710890611,0.026156285,0.020044251,0.03519294,0.031656615,0.030905516,0.098508867
1122,80631,4330,GREELEY,CO,West,Mountain,5,0,4,9,0,4,50000,12.8825,143,170,101,139,152,95,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,790.44,593.35,19197,641,0.061522219,Suburban,96765,33694,28153,33279,29021,3937,9609,66.35,33694,82.8,0.768790368,0.016782928,0.013072909,0.012328838,0.036534695,0.029916306,0.202449233
1123,80226,4599,LAKEWOOD,CO,West,Mountain,4,4,8,10,1,4,45000,11.9975,275,237,457,275,232,277,Yes,Greater than 10,No,0,0,0,0,0,0,0,0,2238.27,467.37,12434,383,0.059278749,Urban,302617,124555,92088,104798,89730,14758,32118,57.76,124555,86.13,0.731383234,0.024826761,0.01990635,0.03099958,0.026237405,0.024968889,0.085454552
1129,6610,5300,BRIDGEPORT,CT,Northeast,New England,0,3,3,5,1,3,44000,13.37333333,478,120,392,463,131,441,No,Between 1 and 10,Yes,0,0,0,1,0,0,0,0,727.5,847.69,6832,235,0.129906025,Urban,253066,91024,79092,88214,77194,13532,21584,55,91024,107.83,0.579587934,0.234278805,0.003848798,0.035441347,0.031233521,0.021796449,0.115724752
1135,6451,5000,MERIDEN,CT,Northeast,New England,2,3,2,9,3,4,48000,12.6,141,103,133,137,98,136,Unable to determine,Greater than 10,Yes,0,0,0,0,0,0,0,0,1847.47,608.77,7970,293,0.08549752,Suburban,133267,51476,34174,54808,50976,7014,12732,86.19,51476,83.42,0.827249056,0.062956321,0.003099042,0.024116998,0.020902945,0.010937136,0.258511109
1138,6320,3400,NEW LONDON,CT,Northeast,New England,1,1,7,7,0,4,51000,12.635,295,179,402,334,223,511,No,Greater than 10,Yes,1,0,0,0,0,0,0,0,1292.77,1545.13,7138,221,0.04552946,Emerging suburban,78682,31316,26152,26466,23222,4009,8052,69.73,31316,87.35,0.739495692,0.096159223,0.008311939,0.049795379,0.018233491,0.009643633,0.37847284
1141,6902,3000,STAMFORD,CT,Northeast,New England,1,4,8,7,0,3,52000,11.76666667,294,65,328,354,77,472,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,1070.39,880.67,10206,281,0.189225589,Suburban,176316,67005,47206,72916,64189,6976,13314,43.28,67005,107.77,0.690708728,0.117879262,0.003034325,0.073555435,0.027236773,0.018759794,0.297085914
1144,20002,3000,WASHINGTON,DC,South,South Atlantic,4,5,5,13,2,4,44000,11.9125,624,71,446,583,61,322,Yes,Greater than 10,Yes,1,0,0,0,0,0,0,0,196.57,489.44,8447,301,0.063825276,Superurban,187613,85647,103719,38867,30138,7540,16040,16.59,85647,83.74,0.367144068,0.504357374,0.004093533,0.042630308,0.016497951,0.015937511,0.230069345
1146,20002,3100,WASHINGTON,DC,South,South Atlantic,3,3,6,9,2,4,47000,12.0475,523,74,287,534,57,307,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,771.92,211.17,10245,300,0.058662495,Superurban,195633,90085,106134,41695,32886,8008,16887,19.43,90085,79.98,0.382128782,0.516354603,0.003971723,0.04210946,0.014219903,0.012243992,0.228938881
1148,19703,5600,CLAYMONT,DE,South,South Atlantic,8,4,6,20,1,4,52000,11.375,384,123,108,514,169,217,Yes,Greater than 10,Yes,0,0,0,1,0,0,0,0,1047.21,919.39,9490,385,0.064629847,Suburban,174128,68096,54420,61717,54713,10018,14692,49.76,68096,78.15,0.590220987,0.338486631,0.002848479,0.024252274,0.022879464,0.01659422,0.171764449
1151,19947,3200,GEORGETOWN,DE,South,South Atlantic,4,7,6,8,3,4,41000,10.7725,120,133,180,92,75,86,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,458.86,446.36,9839,457,0.078942823,Emerging suburban,17922,5359,5228,6680,5530,784,1589,90.45,5359,47.44,0.62626939,0.159413012,0.023992858,0.007588439,0.042918455,0.062138459,1.153944872
1152,19963,4000,MILFORD,DE,South,South Atlantic,3,6,4,10,3,4,47000,10.6875,54,129,61,86,152,101,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1509.61,553.33,11084,420,0.082905646,Emerging suburban,31408,11887,6968,13355,12259,1895,2940,135.42,11887,43.26,0.745064952,0.16763245,0.005030566,0.009615385,0.024396399,0.023302768,0.732997962
1157,19802,6300,WILMINGTON,DE,South,South Atlantic,1,3,2,7,1,4,47000,13.985,520,180,207,555,155,229,Yes,Greater than 10,Yes,0,0,0,0,0,0,1,0,635.76,671.38,12871,419,0.077406244,Suburban,167923,67335,51600,58573,51957,9929,15528,50.56,67335,59.28,0.546470704,0.353435801,0.00377554,0.021039405,0.023865746,0.018029257,0.187264401
1159,32703,3600,APOPKA,FL,South,South Atlantic,2,2,10,7,3,4,42000,10.965,182,430,118,251,433,199,Yes,Greater than 10,Yes,1,0,0,0,0,1,0,0,1489.3,978.22,10161,428,0.167449139,Suburban,116604,41371,25723,51007,45947,5149,10920,69.67,41371,55.83,0.66309046,0.202231484,0.003816336,0.03272615,0.032123952,0.023543062,0.221064458
1161,33823,4500,AUBURNDALE,FL,South,South Atlantic,4,4,9,13,3,4,42000,10.7925,108,337,79,161,334,115,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1887.52,846.87,11252,347,0.127059685,Emerging suburban,80564,31057,19649,32233,27267,5021,7932,66.37,31057,42.09,0.721364381,0.194938186,0.004753984,0.011928405,0.030395724,0.023279776,0.245804578
1170,33314,4900,DAVIE,FL,South,South Atlantic,0,2,6,4,1,4,52000,13.385,215,534,314,276,532,413,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,509.13,674.44,13874,418,0.186108638,Urban,335265,124188,93745,127016,108839,15373,37656,80.35,124188,59.29,0.616583896,0.277508836,0.004906566,0.029182885,0.030276677,0.022240474,0.07451419
1172,33442,3200,DEERFIELD BEACH,FL,South,South Atlantic,1,4,6,5,2,4,45000,11.825,196,231,211,291,358,382,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,957.55,841.19,12968,397,0.059888369,Urban,248127,101822,70992,95506,81436,17305,25196,61.33,101822,45.45,0.715597255,0.199063383,0.002103761,0.021114188,0.019858184,0.015497633,0.12989316
1175,33311,4350,FORT LAUDERDALE,FL,South,South Atlantic,0,0,3,4,3,3,52000,12.91,583,446,666,704,535,875,Yes,Greater than 10,Yes,0,0,0,1,0,0,0,0,239.53,1256.65,7277,231,0.073967339,Urban,298649,121001,106219,91131,71385,12740,36909,62.47,121001,58.03,0.496974709,0.428482935,0.002732305,0.015700706,0.026206395,0.023272535,0.090243061
1182,33012,3600,HIALEAH,FL,South,South Atlantic,1,0,2,6,2,4,44000,12.63,189,107,241,181,82,276,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1155,1001.36,14274,503,0.083527067,Urban,307114,96604,89067,119502,99251,18706,30706,62.29,96604,76.69,0.873841635,0.075095893,0.001230813,0.004962327,0.047089147,0.046333485,0.051355523
1183,33010,7500,HIALEAH,FL,South,South Atlantic,1,2,5,8,1,6,54000,11.67833333,312,228,317,322,222,350,Yes,Greater than 10,No,0,0,0,0,0,0,0,0,1577.07,1715.09,17927,479,0.056787196,Superurban,156368,49338,52417,48837,38019,8522,18829,26.28,49338,74.85,0.670258621,0.272076128,0.001809833,0.002948174,0.050143905,0.058149905,0.087453955
1186,32208,6162,JACKSONVILLE,FL,South,South Atlantic,1,5,7,5,1,5,51000,11.092,689,926,368,833,1196,448,Yes,Greater than 10,No,0,0,0,0,0,1,0,0,1079.82,339.09,12760,407,0.125967193,Suburban,179826,71772,58336,53253,42555,11192,21224,91.62,71772,65.47,0.308398118,0.646341463,0.003892652,0.012573265,0.024480299,0.018363707,0.107398263
1189,32210,3500,JACKSONVILLE,FL,South,South Atlantic,4,3,5,15,1,4,44000,12.03,291,817,390,314,921,552,Yes,Greater than 10,No,0,0,0,0,0,1,0,0,1242.39,547.43,12603,540,0.735694823,Suburban,186642,72152,43360,71269,60484,9372,22716,95.49,72152,52.69,0.591688902,0.302691784,0.004602394,0.038003236,0.026638208,0.016146469,0.120974915
1190,32218,3950,JACKSONVILLE,FL,South,South Atlantic,1,2,5,8,1,5,60000,10.87,186,331,155,196,367,171,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1450.34,1327.17,15340,727,0.120563847,Emerging suburban,102517,39007,28020,35035,29504,5897,11586,109.24,39007,71.75,0.28330911,0.67573183,0.0040286,0.009588654,0.02853334,0.01943241,0.187861525
1194,34744,6850,KISSIMMEE,FL,South,South Atlantic,1,1,6,5,2,5,50000,11.942,314,661,330,374,646,370,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,2336.48,1210.31,15393,688,0.331886155,Suburban,128295,43234,33507,52128,45004,5625,11377,63.1,43234,65.16,0.681772478,0.112288086,0.005347052,0.042636112,0.0373086,0.024494611,0.151790795
1195,32025,4000,LAKE CITY,FL,South,South Atlantic,2,2,7,4,2,5,41000,11.182,47,75,30,59,91,40,No,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,2072.82,681.45,13697,493,0.254385965,Emerging suburban,33097,12846,6995,12873,10875,2361,4147,116.38,12846,41.9,0.72190833,0.227210926,0.003837206,0.01353597,0.025455395,0.015413358,0.657098831
1201,33157,4000,MIAMI,FL,South,South Atlantic,2,2,4,11,3,4,48000,11.8675,348,405,395,322,335,400,Yes,Greater than 10,No,0,0,0,0,0,0,0,0,647.46,1088.84,13532,549,0.176243981,Urban,185702,56742,53749,68255,57546,7384,17877,51.68,56742,79.27,0.658086612,0.256588513,0.002148604,0.022046074,0.04971626,0.039124458,0.118889404
1204,33174,4640,MIAMI,FL,South,South Atlantic,1,4,4,10,1,5,57000,11.628,98,83,123,99,89,150,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1237.58,1813.16,17971,589,0.107110384,Urban,274928,86866,71198,114440,94784,16500,32317,54.3,86866,82.96,0.918393179,0.030429785,0.00102936,0.012348688,0.04143163,0.032152971,0.074957807
1206,33138,4000,MIAMI,FL,South,South Atlantic,1,0,2,5,1,4,49000,11.745,645,441,491,762,460,732,Yes,Greater than 10,No,0,0,0,1,0,0,0,0,610.13,443.78,10287,375,0.084995467,Urban,312784,109244,116706,86857,63111,14846,34886,38.34,109244,72.69,0.383011919,0.532942862,0.003401709,0.011570285,0.039846582,0.044936106,0.057557292
1207,33138,6690,MIAMI,FL,South,South Atlantic,2,2,4,5,2,3,45000,11.52666667,645,441,491,762,460,732,Yes,Greater than 10,No,0,0,0,1,0,0,0,0,752.17,951.56,9135,237,0.105239787,Urban,312784,109244,116706,86857,63111,14846,34886,38.34,109244,72.69,0.383011919,0.532942862,0.003401709,0.011570285,0.039846582,0.044936106,0.057557292
1208,33169,6400,MIAMI,FL,South,South Atlantic,1,0,2,7,1,4,45000,11.88,306,294,445,311,254,510,No,Greater than 10,Yes,0,0,0,1,0,0,0,0,880.62,1473.18,13366,657,0.182855553,Superurban,122809,39985,39610,40100,31705,5857,11511,18.47,39985,78.41,0.262317908,0.655570846,0.0026301,0.01813385,0.045742153,0.047542829,0.153816088
1213,34475,5000,OCALA,FL,South,South Atlantic,1,2,3,4,1,3,43000,10.52666667,135,193,80,199,247,130,Yes,Greater than 10,Yes,0,0,0,0,1,1,0,0,990.36,497.63,11986,371,0.153369161,Emerging suburban,95294,41175,19979,40722,36975,8329,11147,104.72,41175,37.68,0.768327492,0.159306987,0.003746301,0.022152497,0.016587735,0.009083182,0.280405902
1214,32763,3300,ORANGE CITY,FL,South,South Atlantic,3,0,4,5,5,5,44000,12.18,124,393,89,110,468,91,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,2122.46,611.69,17537,647,0.057034556,Emerging suburban,80639,32199,17106,35871,33132,4869,8675,62.13,32199,40.01,0.837448381,0.070462183,0.004129516,0.016022024,0.021336066,0.011801609,0.283746078
1221,32401,4000,PANAMA CITY,FL,South,South Atlantic,0,5,7,5,2,4,41000,11.935,151,271,109,223,422,186,Yes,Greater than 10,Yes,0,0,0,0,0,0,1,0,1329.13,1028.71,12544,341,0.168395062,Emerging suburban,77891,31786,17229,31571,27518,5163,9127,52.69,31786,42.07,0.752115135,0.174654325,0.006034073,0.022017948,0.018593091,0.010665073,0.309406735
1225,335636914,4200,PLANT CITY,FL,South,South Atlantic,0,4,5,4,2,4,55000,10.5625,237,422,166,167,243,123,Yes,Greater than 10,No,0,0,0,0,0,1,0,0,1906.96,981.21,13139,470,0.124174373,Emerging suburban,63584,21612,14186,27167,23262,2850,5100,80.72,21612,47.04,0.742356568,0.109886135,0.005362984,0.013163689,0.040995743,0.037988155,0.340195647
1230,33712,4000,SAINT PETERSBURG,FL,South,South Atlantic,0,1,6,6,2,6,47000,12.34166667,398,548,276,393,658,286,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,723.26,741.31,17905,645,0.16955836,Urban,193120,85252,58271,65757,56889,11450,27005,43.44,85252,44.67,0.6557529,0.26225145,0.003521127,0.036883803,0.015612537,0.010756346,0.127226595
1231,33705,4500,SAINT PETERSBURG,FL,South,South Atlantic,2,3,4,5,3,4,40000,11.2975,314,394,185,300,445,165,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1626.58,1379.38,10630,412,0.251679902,Suburban,62680,26495,19316,21026,18351,3899,8008,15.36,26495,60.37,0.391560306,0.558806637,0.002568602,0.011263561,0.018494056,0.013059068,0.384556477
1234,33870,3600,SEBRING,FL,South,South Atlantic,0,1,3,5,1,5,49000,12.276,65,201,31,88,213,43,Yes,Greater than 10,No,0,0,0,0,0,1,0,0,745.08,906.6,12565,559,0.15399449,Emerging suburban,45509,20214,9301,20499,18221,4858,4227,67.49,20214,31.96,0.792832187,0.112549166,0.004768288,0.018809466,0.016325319,0.011328782,0.459799161
1241,33615,4200,TAMPA,FL,South,South Atlantic,1,0,7,3,2,3,42000,11.57666667,148,317,136,147,284,166,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1129.56,840.81,10172,359,0.130735615,Suburban,112682,43024,31055,42213,37662,3574,14350,33.58,43024,60.19,0.772048774,0.088514581,0.004046787,0.046325056,0.024660655,0.014015433,0.242682949
1260,30331,4034,ATLANTA,GA,South,South Atlantic,2,2,5,4,3,4,50000,15.3125,573,1028,951,557,765,730,Yes,Greater than 10,Unable to determine,0,0,0,0,0,0,0,1,1365.66,651.01,10802,367,0.108902077,Suburban,144973,56876,56512,32951,24593,7592,16274,81.38,56876,88.49,0.06792989,0.881888352,0.002503915,0.004469798,0.028307195,0.027217104,0.153049189
1262,30906,2975,AUGUSTA,GA,South,South Atlantic,4,2,5,8,3,3,41000,11.64666667,306,688,465,388,869,578,Yes,Between 1 and 10,Yes,0,0,1,0,0,0,0,0,524.27,1231.19,9817,307,0.076235411,Suburban,100548,38402,31941,30556,24024,4681,10155,116.98,38402,67.66,0.274754346,0.663285197,0.002963759,0.01515694,0.027394407,0.019660434,0.177009985
1265,30701,3600,CALHOUN,GA,South,South Atlantic,3,3,6,7,0,5,54000,11.192,106,184,52,117,157,66,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,849.78,410.28,12198,466,0.048496202,Emerging suburban,32723,11586,6883,13228,11805,1799,3237,80.7,11586,39.07,0.790819913,0.057054671,0.004186658,0.012712771,0.034351804,0.027015363,0.561653883
1267,30120,4200,CARTERSVILLE,GA,South,South Atlantic,1,1,5,6,2,5,44000,11.572,123,518,105,83,311,82,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,689.11,359.89,11857,446,0.103264645,Emerging suburban,42284,15462,8653,16846,15144,2484,5151,80.4,15462,44.32,0.748581024,0.155259673,0.003973134,0.010051083,0.02897426,0.019402406,0.521592092
1278,30032,4000,DECATUR,GA,South,South Atlantic,5,2,8,9,1,5,53000,13.9,476,768,470,677,851,556,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,1,1037.27,1115.33,12714,476,0.402027027,Urban,219125,87384,79012,66791,54601,8904,21905,64.67,87384,71.71,0.301462636,0.613453508,0.002487165,0.049127211,0.023860203,0.021136593,0.116851112
1279,30035,3120,DECATUR,GA,South,South Atlantic,1,2,6,9,5,5,50000,13.7,617,1023,837,657,1045,852,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1035.38,768.23,12250,318,0.091537133,Suburban,214091,79852,79632,58885,46482,8242,23147,78.71,79852,84.19,0.094786796,0.861778403,0.002134606,0.015059017,0.031558383,0.025722587,0.098640298
1285,30742,5406,FORT OGLETHORPE,GA,South,South Atlantic,2,2,7,5,1,3,44000,11.589,215,367,148,207,356,138,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1430.8,615.6,12848,430,0.056091834,Emerging suburban,76192,31007,15155,32001,29146,5508,8674,66.25,31007,33.84,0.836282024,0.097897417,0.004383662,0.01274412,0.020866256,0.015222369,0.264292839
1286,30223,4800,GRIFFIN,GA,South,South Atlantic,0,2,3,6,2,4,44000,11.525,518,799,547,518,921,546,No,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,865.43,501.58,10649,351,0.118621156,Emerging suburban,45092,16594,11047,16836,13939,2769,4489,76.02,16594,54.53,0.531956888,0.416326621,0.003437417,0.010800142,0.030734,0.022658792,0.427681185
1290,31211,4000,MACON,GA,South,South Atlantic,3,1,7,2,4,4,43000,11.0775,211,484,123,328,594,214,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,1,671.85,623.89,10963,415,0.136918509,Emerging suburban,57933,22806,20668,16101,13641,4124,5205,81.04,22806,61.28,0.332176825,0.635613554,0.002019574,0.006818221,0.025475752,0.019994738,0.305525348
1295,31404,4395,SAVANNAH,GA,South,South Atlantic,9,6,8,14,1,3,60000,10.5,269,383,285,236,302,143,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,528.61,361,8877,308,0.233687405,Suburban,100781,40001,38603,27079,22294,6029,10187,55.38,40001,56.95,0.426657803,0.520336175,0.002530239,0.019269505,0.022299443,0.017349566,0.219297288
1298,30083,4000,STONE MOUNTAIN,GA,South,South Atlantic,0,3,7,4,0,4,50000,14.2475,514,689,363,606,641,363,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1532.19,733.79,13394,435,0.146120255,Suburban,231887,90386,78332,73497,59490,8742,23399,70.16,90386,73.17,0.276108622,0.618620276,0.002695278,0.060257798,0.027426814,0.022857522,0.106344901
1299,30083,5000,STONE MOUNTAIN,GA,South,South Atlantic,4,1,3,5,2,4,50000,14.375,581,909,487,512,812,337,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1022.17,414.76,11657,327,0.150068839,Suburban,150107,56121,51074,47018,37090,4586,15513,48.69,56121,78.19,0.203394912,0.680461271,0.002724723,0.064993638,0.033000125,0.027209066,0.148913775
1300,30747,7350,SUMMERVILLE,GA,South,South Atlantic,4,2,1,8,2,3,42000,11.93333333,70,45,56,64,52,48,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,820.62,647.67,10478,458,0.093051605,Emerging suburban,16169,5600,3992,5873,5282,1234,2022,56.82,5600,31.49,0.77549632,0.157028882,0.002535717,0.004824046,0.025178571,0.019107143,0.960727318
1303,31794,4056,TIFTON,GA,South,South Atlantic,2,1,5,5,1,3,39000,11.31333333,116,254,149,155,324,202,No,Between 1 and 10,Yes,0,0,1,0,0,0,0,0,1879.17,342.36,10241,476,0.142857143,Emerging suburban,31173,11392,7594,11083,9942,2129,3628,120.19,11392,52.4,0.550059346,0.353863921,0.002085138,0.014916755,0.029933287,0.01755618,0.59214705
1306,30680,4340,WINDER,GA,South,South Atlantic,0,1,6,3,1,4,50000,15.0075,95,102,68,92,128,61,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,675.21,783.63,9201,200,0.043159258,Emerging suburban,52548,17564,10692,22259,20093,2589,4506,108.69,17564,43.29,0.782751009,0.116274644,0.002702291,0.034026033,0.045604646,0.032509679,0.376550963
1309,96817,3026,HONOLULU,HI,West,Pacific,4,4,9,11,2,2,57000,12.815,259,57,531,204,42,472,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,854.74,1479.88,17617,478,0.042252276,Urban,295018,110704,92066,112084,94292,18705,26720,46.23,110704,136.43,0.180795748,0.020561457,0.002376126,0.536255415,0.026981862,0.037080864,0.095197581
1311,96740,5564,KAILUA KONA,HI,West,Pacific,4,3,8,12,1,6,51000,12.19333333,308,445,280,295,371,232,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,579.2,1764.9,22502,712,0.037338088,Emerging suburban,31224,11396,7093,12966,11246,1923,3628,209.25,11396,85.81,0.457500641,0.00554061,0.004803997,0.157795286,0.03009828,0.033783784,0.93812452
1312,96743,3180,KAMUELA,HI,West,Pacific,2,1,2,5,1,4,48000,13.7025,60,46,42,44,34,34,Yes,Greater than 10,No,0,0,0,0,0,0,0,0,317.69,790.24,14705,367,0.036379857,Rural,14262,4805,3470,6002,5304,867,1058,299.29,4805,90.76,0.334525312,0.002804656,0.002594307,0.191277521,0.037669095,0.034547347,2.027555743
1314,96766,4835,LIHUE,HI,West,Pacific,0,2,5,14,2,5,50000,12.632,80,46,86,120,81,167,No,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,625.96,946.69,17863,603,0.055458475,Emerging suburban,14919,4723,3894,6314,5742,738,1147,84.13,4723,124.4,0.194248944,0.004021717,0.001876801,0.482874187,0.048909591,0.058649164,1.550506066
1315,96786,2240,WAHIAWA,HI,West,Pacific,1,1,4,4,1,4,47000,13.2025,217,99,578,185,98,636,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,780.16,995.18,14026,416,0.058715596,Emerging suburban,96052,29546,22379,41361,37389,3807,6635,83.18,29546,137.04,0.257443885,0.04894224,0.005184692,0.363771707,0.040242334,0.040208489,0.282638571
1317,96797,4880,WAIPAHU,HI,West,Pacific,1,1,3,10,1,6,55000,13.75833333,184,46,349,171,43,583,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,760.8,2031.56,20982,503,0.045298991,Suburban,78771,20106,21067,32125,27558,4713,4800,22.43,20106,154.2,0.079889807,0.013748715,0.001180638,0.610935497,0.072714613,0.132895653,0.298003072
1318,52601,5350,BURLINGTON,IA,Midwest,West North Central,0,0,3,3,0,5,53000,13.01,61,185,60,74,222,75,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,325.94,545.15,15011,625,0.120284835,Emerging suburban,31588,13626,7046,12814,12374,2053,3555,82.25,13626,38.44,0.890053185,0.064074965,0.002880841,0.008484235,0.01563188,0.007338911,0.755666709
1319,52402,5000,CEDAR RAPIDS,IA,Midwest,West North Central,5,3,5,8,1,3,51000,12.96333333,133,123,73,162,195,74,No,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,301.57,435.65,14114,611,0.071679963,Suburban,118986,49884,28603,50409,47329,5081,10609,96.77,49884,47.33,0.891878036,0.047661069,0.00284067,0.022574084,0.018623206,0.008680138,0.268729094
1320,52732,4800,CLINTON,IA,Midwest,West North Central,1,1,5,5,3,4,42000,11.0675,75,301,70,114,260,109,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,702.1,523.74,10891,382,0.086152458,Emerging suburban,33157,14179,7434,13503,13078,2034,3891,59.34,14179,38.17,0.920318485,0.036794644,0.00328739,0.006906536,0.014105367,0.009027435,0.728443466
1324,50310,5157,DES MOINES,IA,Midwest,West North Central,4,2,1,9,2,3,45000,11.74,136,160,120,110,97,84,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1342.23,836.28,9501,332,0.135179153,Suburban,169215,70596,42901,71144,64865,6708,14795,85.93,70596,52.96,0.837201194,0.068605029,0.002541146,0.039251839,0.01694147,0.010142218,0.190042254
1327,52632,5578,KEOKUK,IA,Midwest,West North Central,0,1,3,3,1,3,46000,14.49333333,54,93,57,45,79,40,Yes,Greater than 10,No,0,0,0,0,0,0,0,1,879.54,681.31,10175,329,0.033108584,Emerging suburban,15955,6670,3126,6640,6301,1185,1861,71.55,6670,35.99,0.933437794,0.030209966,0.001378878,0.007458477,0.019490255,0.009145427,1.404136634
