STORE_NO,REVENUE_2013,ZIP,SQUARE_FEET,U_CITY,U_STATE,CENSUS_REGION,CENSUS_DIVISION,TOT_ATTRITION_2012,TOT_ATTRITION_2013,NUM_ASSISTANT_MANAGERS,NUM_CUST_ACC_REPS,NUM_STORE_MANAGERS,NUM_EMP_PAY_TYPE_H,AVG_PAY_RATE_PAY_TYPE_S,AVG_PAY_RATE_PAY_TYPE_H,NAT_CURR_ROBBERY,NAT_CURR_BURGLARY,NAT_CURR_MOT_VEH_THEFT,NAT_PAST_ROBBERY,NAT_PAST_BURGLARY,NAT_PAST_MOT_VEH_THEFT,FRONTAGE_ROAD,NUM_PARKING_SPACES,SIGNAGE_VISIBILITY_IND,AUTOZONE_IND,TARGET_IND,WALMART_IND,PAYLESS_IND,COMP_PRESENCE_IND,STRIP_SHOP_CENTER_IND,SINGLE_TENANT_IND,PAD_IN_SHOP_CENTER_IND,MARKETING_EXP_2013,MARKETING_EXP_2012,TOT_NUM_LEADS,NUM_CONVERTED_TO_AGREEMENT,PERC_CONVERTED_TO_AGREEMENT,URBANICITY,CYA01V001,CYB02V001,CYA12V001,CYA12V002,CYA12V003,CYA12V007,CYA12V008,CYA21V001,CYB07VBASE,XCX03V069,PERC_CYEA07V001,PERC_CYEA07V004,PERC_CYEA07V007,PERC_CYEA07V010,PERC_CYB11V006,PERC_CYB11V007,PERC_CYC13VV01
1451,703307,46226,3625,INDIANAPOLIS,IN,Midwest,East North Central,6,6,6,16,2,4,43000,11.115,501,910,386,517,920,471,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,360.86,425.36,10923,354,0.040383299,Suburban,122751,47483,38676,34848,30192,5807,13498,45.87,47483,76.71,0.407850038,0.480957385,0.003071258,0.008521316,0.030326643,0.019733378,0.152259452
1455,834548,46203,4500,INDIANAPOLIS,IN,Midwest,East North Central,2,3,6,5,0,3,45000,11.9,174,361,146,247,486,320,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1367.14,576.18,14755,466,0.03966295,Suburban,214251,82976,59295,77392,71121,9584,23095,104.5,82976,49.74,0.823151351,0.082772076,0.003346542,0.022749019,0.026549846,0.015727439,0.105161703
1460,776000,46947,4836,LOGANSPORT,IN,Midwest,East North Central,0,0,2,4,0,4,44000,11.27,199,554,144,139,489,102,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1119.83,509.73,12438,487,0.053569464,Emerging suburban,25589,9674,5242,10902,9913,1273,2733,103.25,9674,45.4,0.837391067,0.02039939,0.006682559,0.01543632,0.028426711,0.022327889,0.791629216
1461,576469,46953,3800,MARION,IN,Midwest,East North Central,2,2,5,6,1,3,40000,11.82666667,144,372,91,214,482,124,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,873.06,510.34,10690,365,0.062607204,Emerging suburban,45104,18159,11394,17683,16152,2382,5590,126.8,18159,43.49,0.834427102,0.104048421,0.003702554,0.006895176,0.017842392,0.011729721,0.466810039
1462,721959,46410,4000,MERRILLVILLE,IN,Midwest,East North Central,0,7,7,13,2,5,45000,10.906,243,404,225,284,485,313,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,657.54,272.89,9771,273,0.057005638,Suburban,129636,50213,34823,47305,41666,8694,12249,92.54,50213,74.55,0.552354284,0.370761208,0.002869573,0.010568052,0.027881226,0.021508374,0.186938813
1465,940414,47303,4179,MUNCIE,IN,Midwest,East North Central,1,0,3,5,1,4,50000,12.355,186,406,140,190,448,127,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,787.79,296.48,16188,606,0.084295451,Emerging suburban,79119,31290,30581,24123,22816,3829,8460,78.12,31290,42.09,0.855104337,0.097043694,0.002831178,0.011817642,0.015308405,0.007286673,0.2418888
1466,859915,47374,4400,RICHMOND,IN,Midwest,East North Central,0,1,2,7,2,4,42000,11.855,253,555,145,226,506,118,No,Greater than 10,No,0,0,0,0,0,0,0,0,1167.82,652.65,16611,569,0.047686892,Emerging suburban,43708,18088,10605,16661,15086,2726,5563,86.11,18088,41.02,0.85757756,0.075501052,0.002882768,0.010158323,0.017580717,0.010559487,0.484854031
1467,1371216,46619,3574,SOUTH BEND,IN,Midwest,East North Central,1,2,4,6,1,5,53000,11.468,142,245,132,143,287,109,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,861.55,703.74,18641,784,0.178465741,Emerging suburban,52007,18889,15982,16142,14531,2929,4249,43.54,18889,66.69,0.513892361,0.322706559,0.005672313,0.007268252,0.037746837,0.032664514,0.323168035
1468,852985,47805,3600,TERRE HAUTE,IN,Midwest,East North Central,4,0,4,4,1,4,44000,11.21,177,176,118,169,183,102,No,Greater than 10,Yes,0,0,0,1,0,0,0,0,1154.16,840.22,11289,375,0.042560436,Emerging suburban,52251,20353,17112,16931,15456,3175,6146,68.38,20353,40.12,0.874299057,0.076457867,0.003349218,0.012899275,0.019898786,0.011546209,0.35643337
1471,805143,46580,4500,WARSAW,IN,Midwest,East North Central,7,4,6,17,1,4,52000,10.0625,36,65,35,47,94,43,Yes,Greater than 10,Yes,0,0,1,0,0,0,0,1,530.97,615.66,11874,398,0.035784931,Emerging suburban,35222,13181,7393,15635,14214,1851,2882,102.28,13181,45.21,0.901822724,0.012094714,0.003406962,0.01496224,0.027463774,0.014187088,0.694140026
1478,761125,66441,4520,JUNCTION CITY,KS,Midwest,West North Central,4,3,2,12,2,4,43000,10.5525,44,143,56,53,143,54,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,1250.73,1463.13,11828,315,0.092483852,Emerging suburban,40991,13624,8484,16623,13742,1493,2703,168.52,13624,71.68,0.658437218,0.187455783,0.010270547,0.031933839,0.032369348,0.018129771,0.50703813
1479,548174,66101,4800,KANSAS CITY,KS,Midwest,West North Central,4,1,2,6,4,2,46000,11,251,345,249,180,240,210,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,1462.41,874.36,9085,292,0.053934245,Suburban,158285,63681,56641,40068,30679,6764,18638,68.1,63681,76.98,0.437198724,0.338446473,0.008402565,0.030830464,0.033228121,0.029584963,0.106946331
1480,547342,66102,5200,KANSAS CITY,KS,Midwest,West North Central,6,6,5,16,5,3,45000,11.28333333,227,352,190,159,257,100,Yes,Greater than 10,No,0,0,0,0,0,1,0,0,814,858.82,8167,268,0.068141368,Emerging suburban,92981,33633,25788,28702,23963,4677,11432,67.65,33633,76.83,0.487024231,0.308235016,0.008281262,0.026102107,0.040614872,0.034014212,0.192039234
1481,563678,66101,6000,KANSAS CITY,KS,Midwest,West North Central,4,1,5,7,2,3,50000,11.99333333,251,345,249,180,240,210,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,1415.26,791.4,9281,392,0.081395349,Suburban,149967,60450,54274,37641,28612,6399,17484,65.39,60450,77.54,0.426793895,0.348756727,0.00836184,0.031320224,0.033217535,0.029760132,0.112631446
1482,619641,66046,5630,LAWRENCE,KS,Midwest,West North Central,2,1,1,7,2,3,41000,10.7,122,482,130,210,509,283,Yes,Greater than 10,Unable to determine,0,0,0,0,0,0,0,0,1796.66,1006.96,7700,307,0.074623238,Emerging suburban,82867,33079,37955,24482,22232,2372,5982,78.84,33079,54.7,0.8173338,0.047208177,0.033101235,0.044251632,0.013422413,0.007466973,0.314805652
1484,848138,67901,5000,LIBERAL,KS,Midwest,West North Central,3,4,5,10,4,3,47000,10.08333333,51,81,58,54,100,63,No,Greater than 10,No,0,0,0,0,1,1,0,0,901.32,768.15,12546,298,0.03226505,Emerging suburban,21253,6869,5035,8220,7060,848,1338,101.11,6869,80.97,0.690114337,0.037265327,0.007998871,0.02870183,0.048333091,0.037996797,0.941937609
1485,1091840,66502,4540,MANHATTAN,KS,Midwest,West North Central,4,1,3,11,2,5,49000,10.686,68,184,44,105,144,57,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1543.04,699.57,12106,549,0.233716475,Emerging suburban,52324,20024,25789,15297,13824,1587,2419,95.17,20024,54.14,0.840111612,0.052423362,0.005274826,0.047473435,0.013333999,0.006392329,0.440180414
1489,1010753,66203,6020,SHAWNEE,KS,Midwest,West North Central,7,1,7,18,1,5,47000,11.512,72,106,72,74,122,61,No,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,1151.07,816.07,13687,496,0.209991533,Suburban,188349,79218,46818,75756,68519,8309,21019,76.89,79218,55.47,0.807187721,0.06674843,0.005171251,0.028622398,0.019642001,0.010603651,0.162315701
1490,837923,66605,6000,TOPEKA,KS,Midwest,West North Central,5,0,2,14,1,4,48000,11.1425,326,407,219,255,300,133,No,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,495.58,314.59,12576,478,0.075873016,Suburban,113774,47515,30555,38249,35525,6385,14239,70.78,47515,53.93,0.74802679,0.12237418,0.014344226,0.010793327,0.020961802,0.014374408,0.213818623
1491,1177927,66603,6000,TOPEKA,KS,Midwest,West North Central,1,0,3,3,0,4,51000,12.135,529,442,294,417,336,166,No,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,2275.46,1547.92,12619,582,0.207857143,Suburban,103611,43296,28147,34123,31582,6329,13054,66.3,43296,52.52,0.745316617,0.12102962,0.015394118,0.009477758,0.021179786,0.015428677,0.22262115
1492,1094801,67217,6080,WICHITA,KS,Midwest,West North Central,4,1,6,8,1,4,50000,10.495,281,405,287,324,417,385,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1669.08,1582.92,14548,598,0.113774734,Suburban,125456,50607,31817,41357,36559,6374,16287,45.48,50607,55.48,0.713636654,0.092351103,0.01668314,0.038340135,0.029086885,0.019997234,0.153647494
1495,1028003,67203,5280,WICHITA,KS,Midwest,West North Central,9,4,8,19,4,4,50000,10.705,252,312,274,299,335,376,Yes,Greater than 10,Yes,0,0,0,0,1,1,0,0,890.49,1813.75,13410,454,0.163839769,Suburban,127747,52584,32225,48314,44215,6277,13807,49.95,52584,53.14,0.777787345,0.05864717,0.01466962,0.026028009,0.025368934,0.017305644,0.188826352
1496,881392,67203,4500,WICHITA,KS,Midwest,West North Central,4,1,3,10,3,3,47000,10.77333333,373,432,372,438,468,526,No,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,1343.59,1058.03,14269,443,0.074179504,Suburban,153605,61524,41629,50341,44223,8037,18086,58.45,61524,61.3,0.639445331,0.166140425,0.01557241,0.030077146,0.028362915,0.02217021,0.130907197
1497,1077439,67216,3125,WICHITA,KS,Midwest,West North Central,2,3,4,11,0,3,48000,10.48666667,156,346,160,155,362,144,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,951.41,528.98,12620,652,0.122764075,Suburban,135669,52948,31878,46135,41127,6833,17382,90.11,52948,56.24,0.710368618,0.103354488,0.016105374,0.044328476,0.030766035,0.021473899,0.14471987
1498,796599,42104,5000,BOWLING GREEN,KY,South,East South Central,1,0,3,9,1,5,43000,10.33,128,367,96,142,342,100,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1020.96,1434.13,15269,500,0.034188034,Emerging suburban,76507,29596,26867,26265,23999,3583,6012,71.96,29596,42.02,0.790764244,0.116263871,0.0028102,0.039107533,0.01800919,0.009393161,0.305579882
1500,623459,41011,4000,COVINGTON,KY,South,East South Central,3,1,6,4,1,4,43000,12.6525,490,333,431,601,350,356,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,1273.64,520.13,10292,295,0.046959567,Suburban,158158,69869,58611,44318,37276,8642,18372,44.13,69869,50.39,0.717902351,0.230035787,0.002408983,0.013581355,0.017375374,0.011693312,0.157323689
1501,966441,40422,3000,DANVILLE,KY,South,East South Central,3,3,7,6,4,5,43000,10.718,71,203,63,74,200,65,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,1,1160.57,828.67,19074,591,0.073718349,Emerging suburban,22677,8964,5120,8658,7763,1775,3178,81.9,8964,33.12,0.867575076,0.083653041,0.002028487,0.008290338,0.015060241,0.006916555,1.041936764
1504,639476,42134,4500,FRANKLIN,KY,South,East South Central,4,3,4,12,3,4,44000,11.5125,27,40,19,31,48,19,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1512.62,1309.46,11603,456,0.043503148,Emerging suburban,13211,5196,2656,5069,4646,1110,1682,83.1,5196,33.94,0.845431837,0.114525774,0.002876391,0.007947922,0.024056967,0.011162433,1.478843388
1505,610593,40324,4300,GEORGETOWN,KY,South,East South Central,1,2,4,6,2,4,40000,11.4425,123,177,74,122,213,71,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,1,749.21,562.77,11274,344,0.061737258,Emerging suburban,37252,13545,8042,15904,14483,1128,3496,83.54,13545,41.39,0.875228176,0.065204553,0.002657575,0.010657146,0.021853082,0.009745294,0.723638999
1506,772279,42141,5160,GLASGOW,KY,South,East South Central,5,5,4,13,6,5,52000,10.44,60,465,56,77,589,89,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,792.45,1489.22,13300,589,0.085810023,Emerging suburban,22113,9269,4502,9351,8193,1876,2163,100.61,9269,30.55,0.895265229,0.058291503,0.001537557,0.005698006,0.015211997,0.006365304,0.96748519
1508,707950,40509,3000,LEXINGTON,KY,South,East South Central,5,3,7,9,2,4,42000,11.675,184,294,201,156,252,128,Yes,Greater than 10,Yes,0,0,1,0,0,0,0,0,833.4,695.8,11141,343,0.068778825,Suburban,124359,53870,39439,44857,40969,4583,13605,59.19,53870,45.51,0.762831802,0.150274608,0.002500824,0.031594014,0.012882866,0.008130685,0.242000981
1510,873526,40504,4800,LEXINGTON,KY,South,East South Central,1,2,6,4,2,4,45000,11.5025,403,764,401,339,578,306,No,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,421.81,733.74,14470,552,0.119584056,Suburban,127105,50828,45249,42747,38067,4773,14037,71.62,50828,46.03,0.734180402,0.158003226,0.002745761,0.032720979,0.015818053,0.008991107,0.200456316
1511,670653,40211,3000,LOUISVILLE,KY,South,East South Central,1,1,6,7,1,4,41000,11.14,840,892,675,820,1012,758,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,964.95,773.9,11289,246,0.044125561,Suburban,166820,70176,61040,39425,31998,10547,22675,53.24,70176,55.88,0.45425009,0.496343364,0.002907325,0.008164489,0.020078089,0.015632125,0.102343844
1513,799406,40219,7010,LOUISVILLE,KY,South,East South Central,6,3,11,12,3,5,48000,11.108,310,769,374,322,641,434,No,Greater than 10,Yes,0,0,0,0,0,0,0,1,1078.98,902.68,11160,348,0.066159696,Suburban,105178,42258,29769,37436,34007,5581,11012,46.1,42258,44.8,0.695012265,0.215872141,0.002947384,0.018387876,0.022196981,0.013843533,0.199395311
1516,851561,40220,5000,LOUISVILLE,KY,South,East South Central,7,5,11,14,3,4,44000,11.7125,263,679,295,268,559,342,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,1,1684.53,1514.88,11869,379,0.066235582,Suburban,164835,74374,43226,67580,63233,9785,15945,57.41,74374,43.23,0.797251797,0.132295932,0.001722935,0.02643856,0.013768252,0.006238739,0.20340947
1519,686750,40356,3200,NICHOLASVILLE,KY,South,East South Central,2,0,3,4,2,4,43000,11.58,54,164,49,65,233,57,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,474.11,988.19,11548,479,0.087424713,Emerging suburban,45550,16485,8471,19472,17899,1954,5261,63.61,16485,37.23,0.904983535,0.040592755,0.002173436,0.02050494,0.023718532,0.012799515,0.535214051
1522,673961,42276,4171,RUSSELLVILLE,KY,South,East South Central,3,4,6,14,3,4,42000,10.625,28,43,29,30,55,30,No,Greater than 10,Unable to determine,0,0,0,0,0,1,0,0,4079.34,2967.99,13864,496,0.043455406,Emerging suburban,10288,4198,2002,4325,4030,847,1069,110.33,4198,32.41,0.847686625,0.105171073,0.002916019,0.003985226,0.017627442,0.012386851,2.014580093
1530,820833,70363,7500,HOUMA,LA,South,West South Central,0,3,3,4,1,2,46000,12.88,295,1103,500,345,1022,479,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,661.37,319.73,9319,422,0.086457693,Emerging suburban,64841,24365,16598,24747,22489,3777,5843,74.39,24365,46.56,0.701623973,0.203204762,0.037229531,0.011906047,0.025897804,0.017976606,0.386684351
1531,607573,70068,4640,LA PLACE,LA,South,West South Central,1,0,4,6,1,5,45000,11.812,94,171,98,104,160,109,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,876.64,661.29,10301,339,0.065557919,Emerging suburban,40960,14319,11102,15293,13742,1350,4270,138.81,14319,62.8,0.462866211,0.491796875,0.003491211,0.008422852,0.032683847,0.020811509,0.548071289
1532,829685,70072,6000,MARRERO,LA,South,West South Central,0,2,3,8,1,4,48000,11.6025,212,226,131,185,272,195,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,1546.06,267.65,12711,269,0.060503824,Urban,98719,36137,28923,33797,29268,5505,10490,34.79,36137,58.92,0.446631348,0.446833943,0.006695773,0.043922649,0.029332817,0.023742978,0.203436015
1538,1192376,71108,6600,SHREVEPORT,LA,South,West South Central,4,6,11,13,2,5,51000,10.764,574,1276,643,577,1183,701,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1478.29,956.62,16122,646,0.137271568,Suburban,132912,53627,43845,38739,31798,8460,13601,59.06,53627,60.53,0.375082762,0.584401709,0.004055315,0.009141387,0.024110989,0.01797602,0.160549838
1539,963659,1915,2846,BEVERLY,MA,Northeast,New England,3,2,2,6,2,4,46000,13.1075,151,62,122,194,74,170,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,406.77,558.85,8450,298,0.0734714,Suburban,114044,46608,34389,44879,39326,6019,10508,37.37,46608,71.69,0.884597173,0.028550384,0.002490267,0.020079969,0.014096293,0.006372297,0.315676406
1540,962595,2128,3760,EAST BOSTON,MA,Northeast,New England,2,2,5,6,1,3,53000,13.15333333,519,99,480,503,119,621,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,856.65,898.82,10880,451,0.128967687,Superurban,109718,40507,39199,36278,27238,4110,9417,10.54,40507,101.67,0.661413806,0.049845969,0.005468565,0.038161469,0.034166934,0.031846348,0.235093604
1541,536543,2127,3715,BOSTON,MA,Northeast,New England,3,0,4,9,1,3,43000,13.39,421,43,295,325,34,193,Yes,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,641.98,436.13,9820,262,0.132792702,Superurban,210989,95792,116956,53337,43749,5912,14645,13.59,95792,109.75,0.671461545,0.105673756,0.002545156,0.127286257,0.00890471,0.006764657,0.226300897
1542,1300088,2119,4700,BOSTON,MA,Northeast,New England,1,1,2,7,2,5,56000,12.666,638,56,377,539,49,276,Yes,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,222.11,463.7,15712,549,0.356493507,Superurban,262360,107791,140852,62273,47888,7799,17441,12.38,107791,122.51,0.503967831,0.240955176,0.004474768,0.115189053,0.015845479,0.011763505,0.14490776
1544,1220879,2150,4600,CHELSEA,MA,Northeast,New England,4,7,5,17,2,3,53000,13.29,724,97,749,699,111,955,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,1107.46,742.07,10508,351,0.077075099,Superurban,202575,78819,73386,68990,55778,8741,15786,16.96,78819,102.64,0.640133284,0.085405405,0.004808096,0.06394175,0.028635228,0.025818648,0.146706158
1545,787156,2125,3200,DORCHESTER,MA,Northeast,New England,0,2,2,4,1,3,44000,13.01,642,130,669,601,99,581,Yes,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,1,0,258.72,335.29,9096,285,0.112737342,Superurban,179690,69700,80154,48155,37532,6800,12593,13.11,69700,125.86,0.379047248,0.347798987,0.004474373,0.116606378,0.028177905,0.021850789,0.163153208
1548,982350,1702,5000,FRAMINGHAM,MA,Northeast,New England,1,3,5,6,1,4,50000,12.2575,198,92,180,182,93,175,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,371.78,1048.89,10492,359,0.08047523,Suburban,117780,45506,30809,51257,47467,5001,8780,65.1,45506,91.42,0.780607913,0.042426558,0.00230939,0.069018509,0.01685492,0.007669318,0.367184581
1549,787350,1301,5570,GREENFIELD,MA,Northeast,New England,1,2,2,5,2,4,48000,11.005,167,96,106,140,100,78,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,1407.61,968.99,10216,372,0.070722434,Emerging suburban,28752,12745,7397,11585,10112,1735,3485,95.33,12745,56.32,0.927796327,0.014955481,0.003095437,0.013633834,0.012867791,0.005335426,0.90626739
1550,1252282,1830,4800,HAVERHILL,MA,Northeast,New England,0,0,2,6,1,5,54000,13.116,352,95,418,315,110,352,No,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,517.57,681.73,12091,537,0.125496611,Emerging suburban,95250,37767,24249,38281,35183,5114,9870,66.04,37767,75.34,0.881637795,0.027013123,0.002393701,0.018897638,0.020917732,0.009770435,0.354729659
1551,953663,1040,3700,HOLYOKE,MA,Northeast,New England,3,5,8,10,2,4,48000,11.795,342,114,247,332,117,245,Yes,Greater than 10,No,1,0,0,0,0,0,0,0,617.15,675.52,12155,348,0.070246266,Suburban,102281,41919,33754,33091,28914,5464,9766,50.21,41919,86.72,0.733166473,0.05078167,0.005915077,0.016102698,0.020706601,0.015911639,0.205825129
1552,1131991,2601,3600,HYANNIS,MA,Northeast,New England,3,1,5,14,1,4,57000,12.915,199,318,92,179,275,92,No,Greater than 10,Unable to determine,0,0,0,1,0,0,0,0,980.52,1432.21,13522,449,0.100763016,Emerging suburban,43730,19205,10736,18782,16629,2764,5195,51.31,19205,58.73,0.875851818,0.034758747,0.006219986,0.014246513,0.015777141,0.007081489,0.759821633
1555,981424,1840,4998,LAWRENCE,MA,Northeast,New England,1,4,2,8,3,4,48000,13.4525,438,154,493,431,119,474,Yes,Greater than 10,Yes,0,0,0,1,0,0,0,0,484.61,693.19,9938,406,0.145938174,Suburban,159223,57048,46017,60163,51597,7147,12284,45.7,57048,102.32,0.636063885,0.051682232,0.007454953,0.041432456,0.033024821,0.024978965,0.166948242
1556,973946,1843,4840,LAWRENCE,MA,Northeast,New England,0,4,4,6,1,4,51000,12.5975,501,231,649,467,175,569,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,808.49,498.46,10183,471,0.073307393,Suburban,197163,70353,54355,77534,68064,8713,14949,80.49,70353,99.15,0.680411639,0.046174992,0.006299356,0.045109884,0.031157165,0.022202323,0.155100095
1557,1017308,1453,3000,LEOMINSTER,MA,Northeast,New England,2,1,5,9,0,4,54000,13.5175,218,159,189,217,177,193,Yes,Between 1 and 10,Unable to determine,0,0,0,0,0,0,0,0,557.08,604.53,8980,381,0.115454546,Emerging suburban,87507,34671,25962,31199,28633,4828,9437,77.65,34671,78.38,0.819831556,0.048601826,0.002662644,0.0305347,0.020247469,0.011565862,0.315163358
1564,985380,2169,2898,QUINCY,MA,Northeast,New England,1,2,3,7,3,5,48000,13.704,152,71,176,144,66,165,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,883.79,734.69,11962,385,0.097591889,Urban,137722,57920,45457,53550,50016,8030,8986,29.89,57920,92.98,0.736948345,0.043674939,0.00180799,0.180486778,0.019129834,0.01117058,0.25715572
1566,1353662,2131,3750,ROSLINDALE,MA,Northeast,New England,2,1,6,9,2,5,65000,12.7,505,134,511,463,125,419,Yes,Greater than 10,No,0,0,0,0,0,0,0,0,455.72,314.88,12601,620,0.326659642,Superurban,86823,31935,33751,27335,22409,2919,6486,9.49,31935,133.91,0.360134987,0.48034507,0.005482418,0.021814496,0.028464068,0.022357915,0.329140896
1573,884527,2453,2800,WALTHAM,MA,Northeast,New England,1,0,3,6,3,4,46000,12.535,198,51,309,139,52,171,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,282.33,376.64,12741,397,0.13876267,Urban,149356,59352,44874,63045,57966,7559,10115,36.09,59352,91.01,0.794671791,0.041283912,0.001714026,0.103055786,0.016477962,0.008188435,0.338145103
1575,752087,1610,4000,WORCESTER,MA,Northeast,New England,7,1,8,11,4,4,44000,12.25,711,190,553,688,192,599,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,704.73,1054.82,8578,285,0.100105374,Suburban,196824,75398,68416,64518,57767,11456,17301,54.72,75398,91.81,0.714404747,0.105769622,0.003988335,0.063361176,0.023780472,0.013806732,0.131457546
1576,916141,1605,5138,WORCESTER,MA,Northeast,New England,1,3,5,10,1,4,54000,12.26,387,134,342,373,144,402,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,941.7,869.5,10388,331,0.173753281,Suburban,191890,72542,66239,63376,56686,10537,16458,61.53,72542,92.41,0.718109334,0.099270415,0.003877221,0.066407838,0.02402746,0.013164787,0.143962687
1577,760855,21001,7000,ABERDEEN,MD,South,South Atlantic,4,2,7,4,0,3,47000,13.65,94,97,92,87,79,81,,,,NA,NA,NA,NA,NA,NA,NA,NA,205.89,288.83,8337,406,0.094287041,Emerging suburban,27257,10246,7075,11004,9329,1472,2223,72.37,10246,56.78,0.633121767,0.268885057,0.004292475,0.027405804,0.024399766,0.017079836,0.995340646
1579,1040884,21206,2400,BALTIMORE,MD,South,South Atlantic,1,0,3,2,0,4,55000,14.0625,701,206,327,736,266,475,Yes,Greater than 10,No,0,0,0,0,0,0,0,0,181.77,575.64,10248,324,0.043896491,Superurban,87678,33332,33269,25085,19555,4802,7018,15.31,33332,69.25,0.301786081,0.62158124,0.00477885,0.016070166,0.031351254,0.026311052,0.239307466
1582,655919,21222,3800,BALTIMORE,MD,South,South Atlantic,3,0,2,9,1,4,44000,11.38,187,55,158,203,63,147,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,264.1,846.65,7673,299,0.086117512,Suburban,113108,43615,30782,43551,38038,8571,9512,32.81,43615,42.4,0.761405029,0.138946847,0.008655444,0.022385685,0.027994956,0.023065459,0.210621707
